24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Card Name,Short Name,Types,Attack Type,Damage Type,Damage,Minimum Range,Range,Move Points,Duration,Trigger,Keep,Trigger Effect,Trigger 2,Keep 2,Trigger Effect 2,Text,Flavor Text,Play Text,Trigger Text,Trigger Attempt Text,Trigger Succeed Text,Trigger Fail Text,Trigger Text 2,Trigger Attempt Text 2,Trigger Succeed Text 2,Trigger Fail Text 2,Component1,Params1,Component2,Params2,Component3,Params3,Component4,Params4,Component5,Params5,Params,Plus Minus,Quality,Quality Warrior,Quality Priest,Quality Wizard,Quality Dwarf,Quality Elf,Quality Human,Rarity,Function Tags,Attachment Image,Status,Audio Key,Audio Key 2,Set,Level,Slots,Art,,,,,,,,
592,Arcane Beam,,Attack,Magic,Arcane,4,,5,,,,,,,,,<u>Linear</u>.,,<aia> unleashes an *arcane beam!*,,,,,,,,,LinearComponent,,DamageComponent,,,,,,,,,+,C,,,,,,,Common,Harmful,,Implemented,ZAP,,1,3,"Staff,Arcane Skill",Done,,,,,,,,
593,Arcane Burst,,Attack,Magic,Arcane,4,,6,,,,,,,,,<u>Burst 1</u>.,,<aia> detonates an *arcane burst.*,,,,,,,,,BurstComponent,radius=1,DamageComponent,,,,,,,,,,B,,,,,,,Rare,Harmful,,Implemented,ZAP,,1,15,"Staff,Arcane Skill",Done,,,,,,,,
594,Crusher,,Boost,,,,,,,3,0,0,Boost,,,,<u>Trait</u>. Attach this card to yourself. Duration 3.,,,Add 2 damage to any Crushing Attack you play. <u>Keep</u>.,,,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,DamageAddComponent,attackType=Melee;add=2;damageType=Crushing,,,,,trait,,B,,,,,,,Rare,Helpful,,Implemented,GOOD_TRAIT,BOOST,1,4,Martial Skill,Done,,,,,,,,
595,Wings of Faith,Wings Faith,Assist,Magic,Holy,,,6,,3,0,0,Boost,,,,"Attach to target. Whenever target plays a Move card, it gets <u>Fly</u>. Does not affect Step moves. Duration 3. ",,<aia> bestows *wings of faith*,,,,,,,,,TargetActorComponent,,AttachToTargetComponent,,MoveBoostComponent,fly;excludeSteps;attachedOnly,,,,,,,B,,,,,,,Rare,Helpful,,Implemented,HOLY,,1,6,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
596,Flash of Agony,Flash Agony,Attack,Magic,Arcane,4,,,,,,,,,,,Affects every character you have line of sight to.,,<aia> damages *everyone in their sight!*,,,,,,,,,EveryActorComponent,hasLOS;excludeSelf,DamageComponent,,,,,,,,,,D,,,,,,,Rare,Harmful,,Implemented,ZAP,,1,6,"Staff,Arcane Skill",Done,,,,,,,,
597,Punishing Beam,Punish. Beam,Attack,Magic,Arcane,3,,6,,,,,,,,,"When this card does damage, increase its damage by 3 for each card in target's hand.",,<aia> *punishes* <ata>,,,,,,,,,TargetedDamageComponent,damagePerCard=3,,,,,,,,,,,A,A,A,A,,,,Rare,Harmful,,Implemented,ZAP,,1,6,,Done,,,,,,,,
598,Punishing Bludgeon,Punish. Bld.,Attack,Melee,Crushing,3,,1,,,,,,,,,"When this card does damage, increase its damage by 3 for each card in target's hand.",,<aia> *punishes* <ata>,,,,,,,,,TargetedDamageComponent,damagePerCard=3,,,,,,,,,,,B,B,B,B,,,,Common,Harmful,,Implemented,BLUDGEON,,1,6,,Done,,,,,,,,
599,Force Cannon,,Attack,Magic,Arcane,2,,5,,,,,,,,,<u>Slide Back 4</u>.,"""Oh, it looks like you're just leaving.""",<ata> *is shoved* by arcane energy!,,,,,,,,,TargetedDamageComponent,,MoveTargetComponent,movePoints=4;slide;mustMoveAway,,,,,,,dontProvokeTurn,,C,C,C,C,,,,Uncommon,Harmful,,Implemented,THUNDER,,1,1,"Arcane Item,Staff,Robes,Arcane Skill",Done,,,,,,,,
600,Jumpspark,,Attack,Magic,Electrical,2,,8,,,,,,,,,"Choose up to 2 different targets for this Attack. If you choose two, they must be within 2 squares of another. <u>Hard to Block 1</u>. <u>Penetrating</u>.",Take that! And that!,<aia> unleashes *lightning!*,,,,,,,,,NearbyTargetedDamageComponent,numberTargets=2;distance=2;penetrating,ModifyBlockRollComponent,mod=-1,,,,,,,,,C,C,C,C,,,,Rare,Harmful,,Implemented,ELECTRICAL,,1,9,Staff,Done,,,,,,,,
601,Controlled Overswing,C. Overswing,Attack,Melee,Crushing,10,,1,,,,,,,,,Discard your oldest card when you play this.,,<aia> *swings* at <ata>,,,,,,,,,TargetedDamageComponent,,DiscardWhenPlayedComponent,optional,,,,,,,,+,C,C,C,D,,,,Rare,Harmful,,Implemented,BLUDGEON,,1,2,"Weapon,Divine Weapon",Done,,,,,,,,
602,Triple Heals,,Assist,Magic,Holy,,,5,,,,,,,,,<u>Heal 3</u> to three targets.,"Time heals all wounds, but who wants to wait?",<aia> *heals*,,,,,,,,,TargetActorComponent,numberTargets=3,HealComponent,healAmount=3,,,,,,,,,C,,C,,,,,Rare,Helpful,,Implemented,HOLY,,1,6,"Divine Armor,Divine Item,Divine Weapon,Divine Skill",Done,,,,,,,,
603,Magma Spray,,Attack,Magic,Fire,2,,2,,2,,,,,,,<u>Cone</u>. <u>Burning 3</u>. Duration 2,"""I'm afraid I make no grammatical misstep when I say that you are literally on fire."" -Akon the Pryomonius",<aia> shoots a  *cone of magma*,,,,,,,,,ConeComponent,,DamageComponent,,,,AttachToTargetComponent,,AttachedDamageComponent,damage=3;damageType=Fire,,+,D,D,D,D,,,,Uncommon,Harmful,,Implemented,FIRE,,1,2,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
604,Pressing Bash,,Attack,Melee,Crushing,6,,1,,,,,,,,,<u>Slide Back 1</u> then you Move 1.,"""After you...""",<aia> *bashes* <ata>,,,,,,,,,TargetedDamageComponent,,MoveTargetComponent,movePoints=1;slide;mustMoveAway,SelfMoveComponent,movePoints=1,,,,,dontProvokeTurn,,B,B,B,B,,,,Common,Harmful,,Implemented,BLUDGEON,,1,1,"Weapon,Divine Weapon,Staff",Done,,,,,,,,
605,Brutal Charge,,Move,,,,,,5,,,,,,,,"Move in a straight line. At the end of the move, if there is a character in the next square, do 2 Crushing Melee damage to that character for every square moved. <u>Unblockable</u>.",,<aia> *charges!*,,,,,,,,,MoveComponent,charge,MoveDamageComponent,damagePerUnit=2,,,,,,,,,C,C,C,C,,,,Rare,,,Implemented,RUN,,1,6,"Boots,Martial Skill,Elf Skill,Dwarf Skill",Done,,,,,,,,
606,Elvish Scamper,Elf Scamper,Move,,,,,,,,,,,,,,"Every Elf may Move 3, <u>Free Move</u>. This Move ignores Encumber effects. <u>Unblockable</u>.",,<aia> lets the *Elves move freely.*,,,,,,,,,EveryActorComponent,race=Elf;alliesFirst,MoveTargetComponent,movePoints=3;freeMove;ownerControls;targetInstigates;ignoreEncumber,,,,,,,dontProvokeTurn;unblockable,,B,C,B,B,,,,Uncommon,,,Implemented,WALK,,1,6,Elf Skill,Done,,,,,,,,
607,Sneaky Bloodsuck,Sneaky Suck,Attack,Melee,Piercing,5,,1,,,,,,,,,"When this card does damage, increase its damage by 5 if you are behind the target. For each point of damage this Attack does, <u>Heal 1</u> to yourself.",,<aia> *sucks the blood* of <ata>!,,,,,,,,,TargetedDamageComponent,damageFromBehind=5,HealOnDamageComponent,damagePerHeal=1,,,,,,,,,A,A,A,A,,,,Common,Harmful,,Implemented,STAB,,1,,,Done,,,,,,,,
608,Quickness Aura,Quick. Aura,"Armor,Boost",,,,,,,,6,0,Armor,0,0,Move,,,,<u>Armor 1</u>. <u>Keep</u>.,<tta> has a *magic aura* -,,,"Whenever you play a Move card, add 2 to its Move Points. Does not affect Step moves. <u>Keep</u>.",,<tc> lets you move further!,,TriggeredArmorComponent,damageReduction=1,MoveBoostComponent,moveBoost=2;altTrigger;excludeSteps,,,,,,,unplayable,,C,C,C,C,,,,Uncommon,,,Implemented,ARMOR,BOOST,1,9,"Heavy Armor,Divine Armor,Helmet,Boots,Robes,Martial Skill",Done,,,,,,,,
609,Impetuous Blast,Imp. Blast,Attack,Magic,Arcane,2,,,,,,,,,,,"<u>Trait</u>. Damage every character you have line of sight to. When this card does damage, increase its damage by 1 for each card in target's hand.",,Whorl blasts *everyone in its sight!*,,,,,,,,,EveryActorComponent,hasLOS;excludeSelf,DamageComponent,damagePerCard=1,DrawOnResolveComponent,,,,,,trait,,C,C,C,C,,,,Rare,Harmful,,Implemented,ZAP,,1,1,Staff,Done,,,,,,,,
610,Impetuous Slash,Imp. Slash,Attack,Melee,Slashing,5,,1,,,,,,,,,<u>Trait</u>. Damages every adjacent character. ,,Riptide slashes *on its own*!,,,,,,,,,ThreeSixtyComponent,,DamageComponent,,DrawOnResolveComponent,,,,,,trait,,C,C,C,C,,,,Rare,Harmful,,Implemented,CHOP,,1,1,Weapon,Done,,,,,,,,
611,Impetuous Heal,Imp. Heal,Assist,Magic,Holy,,,,,,,,,,,,"<u>Trait</u>. <u>Heal 6</u> every character within 6 squares of you, including yourself. ",,Blackhammer heals *all on its own*!,,,,,,,,,EveryActorComponent,within=6;alliesFirst,DrawOnResolveComponent,,HealComponent,healAmount=6,,,,,trait,,C,C,C,C,,,,Rare,,,Implemented,HOLY,,1,1,"Divine Item,Divine Weapon",Done,,,,,,,,
612,Melt Armor,,Attack,Magic,Acid,1,,5,,,,,,,,,Target <u>Immediately</u> discards their oldest Armor card.,"""Doesn't bother me a bit. Good for business, really.""  -Gattis, master armorsmith",<aia> *melts <ata>'s armor*,,,,,,,,,TargetActorComponent,,DiscardImmediateByTypeComponent,cardType=Armor;number=1,TargetedDamageComponent,,,,,,,,C,C,C,C,,,,Rare,Harmful,,Implemented,ACID,,1,6,"Arcane Item,Staff,Robes,Arcane Skill",Done,,,,,,,,
613,Alabaster Wyrmhide,Al. Wyrmhide,"Armor,Boost",,,,,,,,0,0,Armor,2,0,Special,,,,<u>Armor 4</u>. <u>Keep</u>.,<tta> is *Alabaster*-,,,"If an enemy controlled card would be attached to you, attach it to the attacker instead. <u>Keep</u>.",,,,TriggeredArmorComponent,damageReduction=4,ProhibitAttachmentsComponent,enemiesOnly;reflect;altTrigger,,,,,,,unplayable,,A,A,A,A,,,,Rare,,,Implemented,ARMOR,HOLY,1,6,Robes,Done,,,,,,,,
614,Blizzard Breath,,Attack,Magic,Cold,3,,6,,2,,,,,,,<u>Cone</u>. When attached <u>Encumber 2</u>. Duration 2. Destroy all enemy controlled cards attached to target character.,,<aia> blasts his freezing*breath!'*,,,,,,,,,ConeComponent,,DamageComponent,,AttachToTargetComponent,,EncumberComponent,encumber=2;attachedOnly,DestroyAttachmentsComponent,enemyAttachments,,,B,C,B,B,,,,Rare,Harmful,,Implemented,COLD,,1,12,"Arcane Item,Staff,Robes,Arcane Skill",done,,,,,,,,
615,Filch,,Attack,Melee,Piercing,0,,1,,,,,,,,,Remove a random card from target's hand and place it in your hand.,,<aia> tries to *steal from* <ata>.,,,,,,,,,TargetActorComponent,,TransferCardComponent,,,,,,,,,,B,,,,,,,Uncommon,Harmful,,Implemented,STAB,,1,,,done,,,,,,,,
616,Reappropriate,,Attack,Melee,Piercing,0,,1,,,,,,,,,"If you are behind the target, remove a random card from target's hand and place it in your hand.",,<aia> tries to *steal from* <ata>.,,,,,,,,,TargetActorComponent,,TransferCardComponent,fromBehind,,,,,,,,,C,,,,,,,Common,Harmful,,Implemented,STAB,,1,,,Done,,,,,,,,
617,Rook Push,,Utility,Magic,Arcane,0,,9,,,,,,,,,<u>Slide Back 2</u>. <u>Linear Cardinal</u>.,,<aia> *pushes back* in four directions at once!,,,,,,,,,FixedLinearComponent,orthogonal,MoveTargetComponent,movePoints=2;slide;mustMoveAway,,,,,,,,,C,,,,,,,Common,Harmful,,Implemented,ZAP,,1,,,Done,,,,,,,,
618,Bishop Push,,Utility,Magic,Arcane,0,,9,,,,,,,,,<u>Slide Back 2</u>. <u>Linear Diagonal</u>.,,<aia> *pushes back* in four directions at once!,,,,,,,,,FixedLinearComponent,diagonal,MoveTargetComponent,movePoints=2;slide;mustMoveAway,,,,,,,,-,C,,,,,,,Common,Harmful,,Implemented,ZAP,,1,,,Done,,,,,,,,
619,Rook Heal,,Assist,Magic,Holy,0,,9,,,,,,,,,<u>Heal 5</u>. <u>Linear Cardinal</u>.,,<aia> *heals* in four directions at once!,,,,,,,,,FixedLinearComponent,orthogonal,HealComponent,healAmount=5,,,,,,,,,B,,,,,,,Common,Harmful,,Implemented,HOLY,,1,,,Done,,,,,,,,
620,Bishop Heal,,Assist,Magic,Holy,0,,9,,,,,,,,,<u>Heal 5</u>. <u>Linear Diagonal</u>.,,<aia> *heals* in four directions at once!,,,,,,,,,FixedLinearComponent,diagonal,HealComponent,healAmount=5,,,,,,,,-,B,,,,,,,Common,Harmful,,Implemented,HOLY,,1,,,Done,,,,,,,,
621,Rook Step,,"Attack,Move",Magic,Arcane,8,,9,,,,,,,,,<u>Step 1</u>. <u>Linear Cardinal</u>.,,<aia> steps and *shoots energy* in four directions!,,,,,,,,,StepComponent,movePoints=1,FixedLinearComponent,orthogonal,DamageComponent,,,,,,,,A,,,,,,,Uncommon,Harmful,,Implemented,ZAP,,1,,,Done,,,,,,,,
622,Bishop Step,,"Attack,Move",Magic,Arcane,8,,9,,,,,,,,,<u>Step 1</u>. <u>Linear Diagonal</u>.,,<aia> steps and *shoots energy* in four directions!,,,,,,,,,StepComponent,movePoints=1,FixedLinearComponent,diagonal,DamageComponent,,,,,,,-,A,,,,,,,Uncommon,Harmful,,Implemented,ZAP,,1,,,Done,,,,,,,,
623,Rook Power,,Attack,Magic,Arcane,15,,9,,,,,,,,,<u>Linear Cardinal</u>.,,<aia> *unleashes power* in four directions at once!,,,,,,,,,DamageComponent,,FixedLinearComponent,orthogonal,,,,,,,,,AA,,,,,,,Rare,Harmful,,Implemented,ZAP,,1,,,Done,,,,,,,,
624,Bishop Power,,Attack,Magic,Arcane,15,,9,,,,,,,,,<u>Linear Diagonal</u>.,,<aia> *unleashes power* in four directions at once!,,,,,,,,,DamageComponent,,FixedLinearComponent,diagonal,,,,,,,,-,AA,,,,,,,Rare,Harmful,,Implemented,ZAP,,1,,,Done,,,,,,,,
625,Rook Acid,,Attack,Magic,Acid,3,,9,,2,,,,,,,"<u>Linear Cardinal</u>. Affected squares become Acid Terrain (<u>Stop</u>. At the start of each round, occupant discards all armor cards and takes 3 Acid damage). Duration 2.",,<aia> sprays a *jet of acid* in four directions at once!,,,,,,,,,FixedLinearComponent,orthogonal,DamageComponent,,AttachToSquareComponent,entryCost=-1,AttachedDestroyOccupantArmorComponent,cardType=Armor,AttachedDamageOccupantComponent,damage=3;damageType=Acid;triggerID=3,,,B,,,,,,,Uncommon,HarmfulTerrain,AcidPool,Implemented,ACID_TERRAIN,,1,,,Done,,,,,,,,
626,Bishop Acid,,Attack,Magic,Acid,3,,9,,2,,,,,,,"<u>Linear Diagonal</u>. Affected squares become Acid Terrain (<u>Stop</u>. At the start of each round, occupant discards all armor cards and takes 3 Acid damage). Duration 2.",,<aia> sprays a *jet of acid* in four directions at once!,,,,,,,,,FixedLinearComponent,diagonal,DamageComponent,,AttachToSquareComponent,entryCost=-1,AttachedDestroyOccupantArmorComponent,cardType=Armor,AttachedDamageOccupantComponent,damage=3;damageType=Acid;triggerID=3,,-,B,,,,,,,Uncommon,HarmfulTerrain,AcidPool,Implemented,ACID_TERRAIN,,1,,,Done,,,,,,,,
627,Reanimate,,Assist,Magic,Unholy,,,,,,,,,,,,Restore a random dead Ally to life. That character has 5 Health. Place that character randomly on the board. You do not score victory points for killing reanimated characters.,,<aia> brings a fallen comrade *back to unlife!*,,,,,,,,,ResurrectComponent,initialHealth=5;noScore,,,,,,,,,,,A,,,,,,,Rare,Resurrect,,Implemented,UNHOLY,,1,,,Done,,,,,,,,
628,Innervate,,Assist,Magic,Unholy,,,6,,,,,,,,,Target may act again this round. <u>Cantrip</u>.,"The Dark Lord gave but the slightest of threatening gestures, and the foul host redoubled their efforts!",<aia> *energizes* <ata>,,,,,,,,,TargetActorComponent,,SetActionPointsComponent,,,,,,,,cantrip,,C,C,C,C,,,,Uncommon,Helpful,,Implemented,UNHOLY,,1,,,Done,,,,,,,,
629,Skeletal Swarm,,Attack,Melee,Piercing,1,,1,,,,,,,,,"When this card does damage, increase its damage by 3 for every ally within 2 squares.",,<aia> attacks <ata> and *hopes for help!*,,,,,,,,,TargetedDamageComponent,maxDistance=2;damagePerAlly=3,,,,,,,,,,-,C,C,C,D,,,,Uncommon,Harmful,,Implemented,STAB,,1,,,Done,,,,,,,,
630,Mass Reanimate,Mass Reanim.,Assist,Magic,Unholy,,,,,,,,,,,,Restore up to two random dead Allies to life. Those characters have 5 Health. Place them randomly on the board.,,<aia> brings fallen comrades *back to unlife!*,,,,,,,,,ResurrectComponent,initialHealth=5,ResurrectComponent,initialHealth=5,,,,,,,,,AAA,,,,,,,Rare,,,Implemented,UNHOLY,,1,,,Done,,,,,,,,
631,Hack,,Attack,Melee,Slashing,3,,1,,,,,,,,,,,<aia> *hacks* <ata>,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,D,,,,,,,Common,Harmful,,Implemented,CHOP,,1,,,Done,,,,,,,,
632,Weak Sweep,,Attack,Melee,Crushing,3,,1,,,,,,,,,Damage every adjacent character in front of you.,,<aia> *makes a sweeping attack!*,,,,,,,,,DamageComponent,,ThreeSixtyComponent,forward,,,,,,,,,C,,,,,,,Common,Harmful,,Implemented,BLUDGEON,,1,,,Done,,,,,,,,
633,Flash of Arrows,Flash Arrows,Attack,Magic,Piercing,4,,,,,,,,,,,Target every character you have line of sight to.,,<aia> damages *everyone in their sight!*,,,,,,,,,EveryActorComponent,hasLOS;excludeSelf,DamageComponent,,,,,,,,,,D,,,,,,,Rare,Harmful,,Implemented,STAB,,1,,,Done,,,,,,,,
634,Weak Barge,,Utility,Melee,Crushing,0,,1,,,,,,,,,<u>Push 1</u>.,,<aia> *barges* <ata>,,,,,,,,,TargetedDamageComponent,,MoveTargetComponent,movePoints=1,,,,,,,dontProvokeTurn,,C,C,C,C,,,,Uncommon,Harmful;Push,,Implemented,BLUDGEON,,1,,,Done,,,,,,,,
635,Ooze Barge,,Utility,Melee,Crushing,0,,1,,,,,,,,,<u>Push 2</u>.,,<aia> *barges* <ata>,,,,,,,,,TargetedDamageComponent,,MoveTargetComponent,movePoints=2,,,,,,,dontProvokeTurn,,B,B,B,B,,,,Rare,Harmful;Push,,Implemented,BLUDGEON,,1,,,Done,,,,,,,,
636,Ooze Bolt,,Utility,Magic,Arcane,0,,4,,,,,,,,,<u>Slide Back 1</u>.,,<ata> *oozed* around!,,,,,,,,,TargetedDamageComponent,,MoveTargetComponent,movePoints=1;slide;mustMoveAway,,,,,,,dontProvokeTurn,-,D,D,D,D,,,,Common,Harmful,,Implemented,THUNDER,,1,,,Done,,,,,,,,
637,Ooze Blast,,Utility,Magic,Arcane,0,,5,,,,,,,,,<u>Slide Back 2</u>.,,<ata> *oozed* around!,,,,,,,,,TargetedDamageComponent,,MoveTargetComponent,movePoints=2;slide;mustMoveAway,,,,,,,dontProvokeTurn,,C,C,C,C,,,,Uncommon,Harmful,,Implemented,THUNDER,,1,,,Done,,,,,,,,
638,Ooze Cannon,,Utility,Magic,Arcane,0,,5,,,,,,,,,<u>Slide Back 4</u>.,,<ata> *oozed* around!,,,,,,,,,TargetedDamageComponent,,MoveTargetComponent,movePoints=4;slide;mustMoveAway,,,,,,,dontProvokeTurn,,B,B,B,B,,,,Uncommon,Harmful,,Implemented,THUNDER,,1,,,Done,,,,,,,,
639,Ooze Maze,,Utility,Magic,Arcane,0,,6,,,,,,,,,Move target two squares randomly then set its facing randomly. <u>Stealthy</u>.,,<ata> *is mazed*,,,,,,,,,TargetedDamageComponent,,RandomMoveTargetComponent,movePoints=2,,,,,,,dontProvokeTurn,+,D,D,D,D,,,,Uncommon,Harmful,,Implemented,GENERIC_MAGIC,,1,,,Done,,,,,,,,
640,Ooze Shove,,Utility,Melee,Crushing,0,,1,,,,,,,,,<u>Slide Back 3</u>.,,<aia> *shoves* <ata>,,,,,,,,,TargetedDamageComponent,,MoveTargetComponent,movePoints=3;slide;mustMoveAway,,,,,,,dontProvokeTurn,,C,C,C,C,,,,Common,Harmful;Push,,Implemented,BLUDGEON,,1,,,Done,,,,,,,,
641,Repulsive Cone,Repulse Cone,Utility,Magic,Arcane,0,,3,,,,,,,,,<u>Cone</u>. <u>Slide Back 1</u>.,,<aia> *repels* everyone!,,,,,,,,,ConeComponent,,MoveTargetComponent,movePoints=1;slide;mustMoveAway,,,,,,,dontProvokeTurn,,C,C,C,C,,,,Rare,Harmful,,Implemented,THUNDER,,1,,,Done,,,,,,,,
642,Mind Muddle,,Boost,,,,,,,,0,8,Boost,,,,,,,"When an enemy within 3 spaces plays a Move card, you control the destination of that Move. Discard this card.",,<tta> *muddles* <taa>!,,,,,,ControlMoveComponent,range=3;discardRoll=8,,,,,,,,,unplayable,,B,,,,,,,Rare,,,Implemented,BOOST,,1,,,Done,,,,,,,,
643,Skip,,"Move,Boost",,,,,,2,,4,8,Boost,,,,,,<aia> *dodges.*,"When targeted by an enemy Attack from the front, Move 1.",<tta> tries to dodge...,,but fails!,,,,,MoveOnTargetedComponent,movePoints=1;cardTypes=Attack;triggerRoll=3;discardRoll=4;enemiesOnly,MoveComponent,,,,,,,,,+,D,,,,,,,Uncommon,,,Implemented,RUN,DODGE,0,,Elf Skill,Done,,,,,,,,
644,Leap,,Move,,,,,,2,,,,,,,,<u>Fly</u>. You may set your facing at the end of this Move.,,<aia> *leaps through the air*,,,,,,,,,MoveComponent,fly;manualFacing,,,,,,,,,,,B,,,,,,,Rare,,,Implemented,FLY,,0,16,"Boots,Robes,Martial Skill,Elf Skill",Done,,,,,,,,
645,Hurricane,,Utility,Magic,Arcane,,,,,,,,,,,,Place all characters on a random unoccupied square. Set each character's facing randomly.,,<aia> *whirls up* a storm!,,,,,,,,,EveryActorComponent,,MoveRandomlyComponent,facing;hideOnResolve,,,,,,,dontProvokeTurn,,A,A,A,A,,,,Rare,FixedScore,,Implemented,WIND,,1,,,Done,,,,,,,,
646,Flash Flood,,Utility,Magic,Arcane,,,8,,2,,,,,,,Target three unocccupied adjacent squares become Water Terrain (Water Terrain is impassable). Duration 2.,,<aia> summons a *flash flood*!,,,,,,,,,TargetSquareComponent,numberSquares=3;distance=1;unoccupied,ImpassableTerrainComponent,,,,,,,,terrainOnly,,B,,,,,,,Rare,,WaterTerrain,Implemented,,,0,13,"Arcane Item,Robes,Staff,Arcane Skill",Done,,,,,,,,
660,Short Missile,,Attack,Projectile,Piercing,4,,5,,,,,,,,,<u>Penetrating</u>.,,<aia> *fires at* <ata>,,,,,,,,,TargetedDamageComponent,penetrating,,,,,,,,,,,C,,,,,,,Common,Harmful,,Implemented,SHOOT,,1,,,Done,,,,,,,,
661,Blunt Missile,,Attack,Projectile,Piercing,2,,5,,,,,,,,,<u>Slide Back 1</u>.,,<aia> *fires at* <ata>,,,,,,,,,TargetedDamageComponent,,MoveTargetComponent,movePoints=1;slide;mustMoveAway,,,,,,,,,C,,,,,,,Uncommon,Harmful,,Implemented,SHOOT,,1,,,Done,,,,,,,,
662,Disorienting Block,Disorient. Blk,Block,,,,,,,,3,8,Block,,,,,,,<u>Block any</u>. Move attacker 1. Move 1. ,<taa> tries to *block* the attack -,<tta> and disorients the attacker!,but fails!,,,,,BlockComponent,moveSelf=1;moveAttacker=1,,,,,,,,,unplayable,,A,A,A,A,,,,Rare,,,Implemented,BLOCK,,0,10,"Weapon,Divine Weapon,Shield,Martial Skill",Done,,,,,,,,
663,Consuming Touch,Cons. Touch,Attack,Melee,Unholy,4,,1,,,,,,,,,"For each point of damage this Attack does, <u>Heal 1</u>.","The Gods giveth life, and I taketh it away.",<aia> *touches <ata> and heals up!*,,,,,,,,,TargetedDamageComponent,,HealOnDamageComponent,damagePerHeal=1,,,,,,,,+,D,C,D,D,,,,Rare,Harmful,,Implemented,UNHOLY,,0,,,Done,,,,,,,,
664,Brittle Flight Aura,Brittle Flight,"Armor,Boost",,,,,,,,3,8,Armor,0,0,Move,,,,<u>Armor 3</u>.,<tta> has a *magic aura* -,,,"Whenever you play a Move card, add <u>Fly</u> to that card. Does not affect Step moves. <u>Keep</u>.",,<tta> *flies through the air*!,,TriggeredArmorComponent,damageReduction=3,MoveBoostComponent,fly;altTrigger;excludeSteps,,,,,,,unplayable,,B,B,B,B,,,,Uncommon,,,Implemented,ARMOR,BOOST,0,,,Done,,,,,,,,
665,Septic Bite,,Attack,Melee,Piercing,6,,1,,2,,,,,,,<u>Poison 2</u>. Duration 2.,,<aia> gives <ata> a nasty *infected bite*!,,,,,,,,,TargetedDamageComponent,,AttachToTargetComponent,,AttachedDamageComponent,damage=2;damageType=Poison;blockedByArmor=false,,,,,,,B,,,,,,,Common,Harmful,,Implemented,BITE,,0,,,Done,,,,,,,,
666,Thin Bludgeoning Branch,Bld. Branch,Attack,Melee,Crushing,6,2,3,,,,,,,,,This card may not target characters adjacent to you.,,<aia> reaches out and *bludgeons* <ata> with a thin branch.,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,C,,,,,,,Common,Harmful,,Implemented,BLUDGEON,,0,,,Done,,,,,,,,
667,Thin Clubbing Branch,Club. Branch,Attack,Melee,Crushing,8,2,2,,,,,,,,,This card may not target characters adjacent to you.,,<aia> *clubs* <ata> with a thin branch,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,C,,,,,,,Common,Harmful,,Implemented,BLUDGEON,,0,,,done,,,,,,,,
668,Long Thin Branch,Long Branch,Attack,Melee,Crushing,3,2,4,,,,,,,,,This card may not target characters adjacent to you.,,"<aia> reaches out and *swats* <ata> with a *long, thin branch*.",,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,C,,,,,,,Common,Harmful,,Implemented,BLUDGEON,,0,,,Done,,,,,,,,
669,Rook Big Blast,Rk. Big Blast,Attack,Magic,Arcane,12,,9,,,,,,,,,<u>Linear Cardinal</u>.,,<aia> *unleashes a big blast* in four directions at once!,,,,,,,,,DamageComponent,,FixedLinearComponent,orthogonal,,,,,,,,,A,,,,,,,Rare,Harmful,,Implemented,ZAP,,0,,,Done,,,,,,,,
670,Bishop Big Blast,Bp. Big Blast,Attack,Magic,Arcane,12,,9,,,,,,,,,<u>Linear Diagonal</u>.,,<aia> *unleashes a big blast* in four directions at once!,,,,,,,,,DamageComponent,,FixedLinearComponent,diagonal,,,,,,,,-,A,,,,,,,Rare,Harmful,,Implemented,ZAP,,0,,,Done,,,,,,,,
671,Short Blast,,Attack,Magic,Arcane,3,,4,,,,,,,,,,"""Breakthrough! Was initially a Troglodyte fishing technique, before they learned to make spears. Where this discovery leads, I still can't fathom..."" -Lumbrezz the Mad, research notes",<aia> shoots <ata> with a *short blast.*,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,+,D,,,,,,,Common,Harmful,,Implemented,ZAP,,0,,,Done,,,,,,,,
672,Blast,,Attack,Magic,Arcane,2,,6,,,,,,,,,,"When a zap won't reach, just stretch out the energy.",<aia> shoots <ata> with an *arcane blast.*,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,+,D,,,,,,,Common,Harmful,,Implemented,ZAP,,0,,,Done,,,,,,,,
673,Smashing Spin,,Move,,,,,,2,,,, ,,,,Do 2 Crushing Melee damage to every enemy adjacent to you at the start of this Move. <u>Unblockable</u>.,,<aia> *smashes and spins*,,,,,,,,,AffectAdjacentComponent,range=1;enemiesOnly,DamageComponent,damage=2;damageType=Crushing;attackType=Melee,MoveComponent,,,,,,unblockable,,C,,,,,,,Common,Harmful,,Implemented,RUN,,0,,Elf Skill,Done,,,,,,,,
