16,,,,,,,,,,,,,,,,,,,,,,,,,
Id,Equipment Name,Short Name,Rarity,Level,Introductory Level,Total Value,Talent 1,Talent 2,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Slot,Slot Default,Image,Tags,Set,Manual Rarity,Manual Value
2168,Adventuring Boots,Advent. Boots,Common,1,1,1,0,-1,Walk,Simple Strike,Reliable Hide Armor,,,,,,,,Boots,,Boots Weighty,,0,,
2169,Hunting Boots,,Common,3,1,3,0,-1,Run,Simple Strike,Reliable Hide Armor,,,,,,,,Boots,,WeightyBoots,,0,,
2170,Manhunter,,Epic,8,6,17,1,0,Unnerving Strike,Startling Strike,Startling Strike,Lunging Thrust,Subtle Parry,Subtle Parry,,,,,Weapon,,Manhunter,,1,,
2171,Jewel of Alet Zhav,,Rare,13,,0,,,,,,,,,,,,,Treasure,,JewelAlet,noLoot,0,,
2172,M44 Laser Carbine,,Common,17,1,34,2,1,Laser Bolt,Laser Bolt,Laser Bolt,Pull the Trigger,Pull the Trigger,Short Spark,,,,,Staff,,ExStaffJ,,2,,
2173,FGX Fusion Rifle,,Common,18,3,36,2,2,Sizzling Bolt,Sizzling Bolt,Sizzling Bolt,Pull the Trigger,Pull the Trigger,Arcane Beam,,,,,Staff,,ExStaffM,,2,,
2174,Laser Blunderbuss,,Uncommon,18,1,36,2,2,Mega Laser,Mega Laser,Mighty Spark,Pull the Trigger,Laser Spray,Laser Spray,,,,,Staff,,ExStaffK,,2,,
2175,Emerald Crystal Shard,Emerald Shard,Rare,18,6,36,2,2,Pull the Trigger,Laser Bolt,Short Perplexing Ray,Acid Jet,Acid Jet,Spreading Laser,,,,,Staff,,ExStaffR,,2,,
2176,Kroll's Laser Rifle,,Epic,18,3,36,2,2,Mega Laser,Surging Bolt,Devastating Spark,Spreading Laser,Spreading Laser,Spreading Laser,,,,,Staff,,ExStaffB,,2,,
2177,Repulsor Raygun,,Legendary,18,3,36,2,2,Scatter Laser,Scatter Laser,Force Cone,Force Cone,Force Cone,Force Cone,,,,,Staff,,ExStaffP,,2,,
2178,M62 Laser Rifle,,Common,19,2,38,2,2,Pull the Trigger,Pull the Trigger,Sizzling Bolt,Laser Bolt,Laser Bolt,Laser Bolt,,,,,Staff,,ExStaffH,,2,,
2179,Heirloom Laser Gun,,Uncommon,19,11,38,2,2,Winds of War,Laser Bolt,Weak Block,Pull the Trigger,Pull the Trigger,Pull the Trigger,,,,,Staff,,ExStaffI,,2,,
2180,Dual Optimum D-10,D-10,Rare,19,1,38,2,2,Mega Laser,Deadly Spark,Laser Bolt,Spreading Laser,Memory Loss,Devastating Spark,,,,,Staff,,ExStaffO,,2,,
2181,Dual Optimum D-45,D-45,Epic,19,6,38,2,2,Cooling Laser,Scatter Laser,Spreading Laser,Surging Shield Block,Short Spark,Laser Spray,,,,,Staff,,ExStaffL,,2,,
2182,Bug Zapper 2000,,Legendary,19,5,38,2,2,Scatter Laser,Scatter Laser,Scatter Laser,Instant Burn,Able Bludgeon,Fumble,,,,,Staff,,ExStaffN,,2,,
2183,ManMelter,,Common,20,6,40,2,2,Obliterating Spark,Mega Laser,Surging Blast,Pull the Trigger,Dissolve Armor,Laser Spray,,,,,Staff,,ExStaffC,,2,,
2184,Electro-Laser,,Common,20,7,40,2,2,Obliterating Spark,Obliterating Spark,Mega Laser,Reflexive Teleport,Laser Spray,Mind Leak,,,,,Staff,,ExStaffA,,2,,
2185,Amethyst Crystal Shard,Amethyst Shard,Uncommon,20,11,40,2,2,Mega Laser,Winds of War,Desperate Block,Acid Jet,Push the Button,Dancing Cut,,,,,Staff,,ExStaffQ,,2,,
2186,Cold Laser,,Rare,20,12,40,2,2,Cooling Laser,Gusts of War,Penetrating Bolt,Frost Jolt,Chilling Rime,Chilling Rime,,,,,Staff,,ExStaffD,,2,,
2187,Supercooled Laser,,Epic,20,12,40,2,2,Cooling Laser,Cooling Laser,Frost Jolt,Frost Jolt,Weak Block,Flash of Agony,,,,,Staff,,ExStaffG,,2,,
2188,Richie's Frigid Laser,,Legendary,20,12,40,2,2,Cooling Laser,Scatter Laser,Cone of Cold,Short Perplexing Ray,Jumpspark,Laser Spray,,,,,Staff,,ExStaffE,,2,,
2189,Shielding Warp Boots,Shield Warp Boots,Rare,17,1,17,1,-1,Warp Run,Force Field,Shuffle,,,,,,,,Boots,,ExBootF,,2,,
2190,Blinking Boots,,Uncommon,18,0,18,2,-1,Telepod Jaunt,Telepod Jaunt,Mimetic Armor,,,,,,,,Boots,,ExBootD,,2,,
2191,Sky Traveler's Boots,,Rare,18,1,18,2,-1,Rocket Charge,Telepod Jaunt,Cloth Armor,,,,,,,,Boots,,ExBootH,,2,,
2192,Cybernetic Boots,,Epic,18,5,18,2,-1,Rocket Charge,Warp Run,Trip,,,,,,,,Boots,,ExBootVR,,2,,
2193,Rocket Boots,,Common,19,1,19,2,-1,Rocket Dash,Rocket Dash,Mail,,,,,,,,Boots,,ExBootI,,2,,
2194,Reckless Warp Boots,,Epic,19,1,19,2,-1,Warp Run,Rocket Dash,Wild Run,,,,,,,,Boots,,ExBootA,,2,,
2195,Zeeplon's Jumping Boots,Zplon's Jump. Boots,Legendary,19,12,19,2,-1,Warp Run,Energizing Move,Lunging Bash,,,,,,,,Boots,,ExBootE,,2,,
2196,Boots of Safety,,Uncommon,20,16,20,2,-1,Teleport Self,Telepod Jaunt,Healing Dash,,,,,,,,Boots,,ExBootC,,2,,
2197,Bloome's Barging Boots,Bloome's Boots,Legendary,20,3,20,2,-1,Rocket Charge,Lunging Bash,Lunging Bash,,,,,,,,Boots,,ExBootG,,2,,
2198,Bubble Helmet,,Uncommon,18,1,18,2,-1,Force Field,Force Field,Cloth Armor,,,,,,,,Helmet,,ExHelmetA,,2,,
2199,Pilot's Cap,,Uncommon,18,17,18,2,-1,Quick Reactions,Mimetic Armor,Flight Aura,,,,,,,,Helmet,,ExHelmetE,,2,,
2200,Startrooper's Crown,,Epic,18,7,18,2,-1,Force Field,Reliable Mail,Dodge,,,,,,,,Helmet,,ExHelmetG,,2,,
2201,Flexible Space Helmet,Flexible Space Helm,Common,19,6,19,2,-1,Mimetic Armor,Mimetic Armor,"Run, Team!",,,,,,,,Helmet,,ExHelmetB,,2,,
2202,Space Captain's Coif,,Rare,19,6,19,2,-1,"Scamper, Team!",Mimetic Armor,Chain Harness,,,,,,,,Helmet,,ExHelmetI,,2,,
2203,Sanger's Space Cap,,Legendary,19,7,19,2,-1,Advanced Battlefield Training,Mimetic Crown,Dodge,,,,,,,,Helmet,,ExHelmetC,,2,,
2204,Spacediver's Face Screen,Spacediver's Screen,Rare,20,6,20,2,-1,Force Field,Mimetic Crown,Lifesaving Block,,,,,,,,Helmet,,ExHelmetD,,2,,
2205,Terminator Mask,,Epic,20,6,20,2,-1,Advanced Battlefield Training,Mimetic Crown,Lifesaving Block,,,,,,,,Helmet,,ExHelmetH,,2,,
2206,Zero G Combat Helm,,Legendary,21,6,21,2,-1,"Sprint, Team!",Mimetic Crown,Lunging Bash,,,,,,,,Helmet,,ExHelmetF,,2,,
2207,Copycat Spacesuit,,Uncommon,18,0,18,2,-1,Mimetic Armor,Mimetic Armor,Mimetic Armor,,,,,,,,Heavy Armor,,ExHeavyArmF,,2,,
2208,Captain's Coat,,Rare,18,8,18,2,-1,Force Field,Dynamic Armor,Officer's Harness,,,,,,,,Heavy Armor,,ExHeavyArmB,,2,,
2209,Spaceproof Carapace,,Epic,18,6,18,2,-1,Force Field,Grounding Plates,Toughened Hide Strips,,,,,,,,Heavy Armor,,ExHeavyArmG,,2,,
2210,Intrepid Spacesuit,,Rare,19,17,19,2,-1,Inspiring Armor,Chain Harness,Mimetic Armor,,,,,,,,Heavy Armor,,ExHeavyArmC,,2,,
2211,Ewix's Evolving Ensemble,Ewix's Ensemble,Legendary,19,1,19,2,-1,Mimetic Crown,Adaptable,Reliable Mail,,,,,,,,Heavy Armor,,ExHeavyArmH,,2,,
2212,Meteor Mail,,Common,20,12,20,2,-1,Frenzy Aura,Heavy Armor,Mimetic Armor,,,,,,,,Heavy Armor,,ExHeavyArmA,,2,,
2213,Spiked Forcemail,,Uncommon,20,9,20,2,-1,Force Field,Barbed Platemail,Quickness Aura,,,,,,,,Heavy Armor,,ExHeavyArmI,,2,,
2214,Xek's Nanocarbon Plate,Xek's Nanocarbon,Epic,20,1,20,2,-1,Cushioning Armor,Cushioning Armor,Solid Mail,,,,,,,,Heavy Armor,,ExHeavyArmD,,2,,
2215,The Softener,,Legendary,21,0,21,2,-1,Cushioning Armor,Cushioning Armor,Cushioning Armor,,,,,,,,Heavy Armor,,ExHeavyArmE,,2,,
2216,Autowarming Spacecloak,Autowarm Cloak,Common,18,6,18,2,-1,Mimetic Armor,Resistant Hide,Boiling Armor,,,,,,,,Robes,,ExRobesD,,2,,
2217,Explorer's Force Suit,,Uncommon,18,11,18,2,-1,Force Field,Winds of War,Squeamish,,,,,,,,Robes,,ExRobesH,,2,,
2218,Overheated Force Suit,Overheated Suit,Rare,18,18,18,2,-1,Lava Pool,Force Field,Arcane Feedback,,,,,,,,Robes,,ExRobesG,,2,,
2219,Wizard's Warpcloak,,Rare,19,5,19,2,-1,Arcane Aura,Warp Run,Big Zap,,,,,,,,Robes,,ExRobesJ,,2,,
2220,Turnbull's Energy Vest,Turnbull's Vest,Epic,19,5,19,2,-1,Arcane Shell,Force Field,Wild Run,,,,,,,,Robes,,ExRobesF,,2,,
2221,Reactive Spacecloak,,Common,20,7,20,2,-1,Reflexive Teleport,Mimetic Armor,Mystical Drakehide,,,,,,,,Robes,,ExRobesC,,2,,
2222,Spacedragon Warpcloak,Spacedragon Cloak,Epic,20,6,20,2,-1,Warp Run,Mystical Wyrmhide,Short Spark,,,,,,,,Robes,,ExRobesI,,2,,
2223,Ripple's Reality Robes,Ripple's Robes,Legendary,20,11,20,2,-1,Hypnotic Beacon,Reliable Mail,Whirlwind,,,,,,,,Robes,,ExRobesA,,2,,
2224,Korenchkin's Tactical Tunic,Korenchkin's Tunic,Legendary,21,6,21,2,-1,Arcane Shell,Adaptable,Escaping Run,,,,,,,,Robes,,ExRobesB,,2,,
2225,Throon's Quick Laser Shield,Throon's Laser Shield,Legendary,17,7,17,1,-1,Laser Block,Dodge,Subtle Parry,,,,,,,,Shield,,ExShieldD,,2,,
2226,Skysteel Tower Shield,Skysteel Tower,Common,18,1,18,2,-1,Auto Block,Desperate Block,Desperate Block,,,,,,,,Shield,,ExShieldA,,2,,
2227,Automatic Shield,,Rare,18,0,18,2,-1,Auto Block,Auto Block,Auto Block,,,,,,,,Shield,,ExShieldF,,2,,
2228,Powered Tower Shield,Powered Tower,Common,19,6,19,2,-1,Shield Block,Auto Block,Lunging Strike,,,,,,,,Shield,,ExShieldB,,2,,
2229,Boggling Shield,,Rare,19,10,19,2,-1,Disorienting Block,Auto Block,Lifesaving Block,,,,,,,,Shield,,ExShieldJ,,2,,
2230,Aegis of Aversion,,Epic,19,7,19,2,-1,Laser Block,Defender's Block,Cowardly,,,,,,,,Shield,,ExShieldC,,2,,
2231,Gunward Shield,,Uncommon,20,19,20,2,-1,Reflect Missile,Auto Block,Weak Block,,,,,,,,Shield,,ExShieldE,,2,,
2232,Croker's Lucky Laser Shield,Croker's Luck Shield,Epic,20,6,20,2,-1,Laser Block,Bloodied Block,Lifesaving Block,,,,,,,,Shield,,ExShieldG,,2,,
2233,Blox's Unyielding Bulwark,Blox's Bulwark,Legendary,20,6,20,2,-1,Laser Block,Surging Shield Block,Subtle Parry,,,,,,,,Shield,,ExShieldH,,2,,
2234,Medic's Space Gear,,Common,18,17,18,2,-1,Mimetic Armor,Flight Aura,Heal,,,,,,,,Divine Armor,,ExDivinfArmorJ,,2,,
2235,Infused Spacesuit,,Rare,18,17,18,2,-1,Inspiring Armor,Healing Beacon,Demonic Feedback,,,,,,,,Divine Armor,,ExDivinfArmorH,,2,,
2236,Zod's Vile Spaceplate,Zod's Spaceplate,Epic,18,15,18,2,-1,Cushioning Armor,Unholy Energy,Invigorating Touch,,,,,,,,Divine Armor,,ExDivinfArmorC,,2,,
2237,St. Xanu's Geneshaper Gear,St. Xanu's Gear,Legendary,18,1,18,2,-1,Reliable Mail,Adaptable,Genetic Engineering,,,,,,,,Divine Armor,,ExDivinfArmorI,,2,,
2238,Fragile Shielded Mail,Fragile Shield Mail,Uncommon,19,17,19,2,-1,Inspiring Armor,Force Field,Curse of Fragility,,,,,,,,Divine Armor,,ExDivinfArmorE,,2,,
2239,Geneticist's Spacesuit,Geneticist Spacesuit,Rare,19,17,19,2,-1,Force Field,Team Heal,Gene Therapy,,,,,,,,Divine Armor,,ExDivinfArmorD,,2,,
2240,Martyr's Shifting Plate,Martyr's Shift Plate,Uncommon,20,17,20,2,-1,Barbed Platemail,Mimetic Armor,Martyr Blessing,,,,,,,,Divine Armor,,ExDivinfArmorF,,2,,
2241,Stargod's Raiments,,Epic,20,20,20,2,-1,Bless,Cushioning Armor,Enervating Touch,,,,,,,,Divine Armor,,ExDivinfArmorA,,2,,
2242,St. Zaadia's Spacesuit,Zaadia's Spacesuit,Legendary,21,0,21,2,-1,Healing Beacon,Cushioning Armor,Genetic Engineering,,,,,,,,Divine Armor,,ExDivinfArmorG,,2,,
2243,Slice and Dice,,Epic,17,6,34,2,1,Laser Thrust,Vicious Thrust,Laser Strike,Unnerving Strike,Strong Bludgeon,Laser Cutdown,,,,,Weapon,,ExWeaponC,,2,,
2244,Boarding Laser,,Common,18,3,36,2,2,Laser Strike,Laser Strike,Push the Button,Berserk Spin,Berserk Spin,Dancing Cut,,,,,Weapon,,ExWeaponN,,2,,
2245,Laser Bodkin,,Common,18,2,36,2,2,Penetrating Stab,Penetrating Stab,Push the Button,Laser Strike,Laser Strike,Penetrating Cut,,,,,Weapon,,ExWeaponI,,2,,
2246,Laser Broadsword,,Uncommon,18,1,36,2,2,Powerful Bludgeon,Laser Strike,Laser Strike,Laser Strike,Laser Strike,Berserk Spin,,,,,Weapon,,ExWeaponL,,2,,
2247,Cryptic Laserstick,,Uncommon,18,2,36,2,2,Potent Stab,Push the Button,Push the Button,Push the Button,Flaring Laser,Flaring Laser,,,,,Weapon,,ExWeaponX,,2,,
2248,Laser Halberd,,Rare,18,13,36,2,2,Laser Block,Laser Block,Tricky Stab,Tricky Stab,Simple Bash,Clumsy Chop,,,,,Weapon,,ExWeaponP,,2,,
2249,Moonblade,,Rare,18,1,36,2,2,Pulverizing Bludgeon,Laser Strike,Berserk Spin,Push the Button,Flaring Laser,Able Bludgeon,,,,,Weapon,,ExWeaponF,,2,,
2250,Scourge of the Overmind,Overmind Scourge,Epic,18,1,36,2,2,Laser Whip,Laser Whip,Laser Cutdown,Laser Cutdown,Simple Bash,Simple Bash,,,,,Weapon,,ExWeaponU2,,2,,
2251,The Hacker's Wrench,Hacker's Wrench,Legendary,18,3,36,2,2,Laser Whip,Laser Thrust,Obliterating Chop,Laser Cutdown,Able Bludgeon,Subtle Parry,,,,,Weapon,,ExWeaponWrench,,2,,
2252,Marine's Cutlass,,Common,19,6,38,2,2,Impaling Stab,Push the Button,Laser Strike,Laser Strike,Strong Chop,Parry,,,,,Weapon,,ExWeaponV,,2,,
2253,Energy Fist,,Common,19,1,38,2,2,Mighty Bludgeon,Push the Button,Laser Strike,Laser Strike,Laser Strike,Flaring Laser,,,,,Weapon,,ExWeaponH,,2,,
2254,Killing Laserstick,,Uncommon,19,15,38,2,2,All Out Attack,Impaling Stab,Push the Button,Flaring Laser,Flaring Laser,Flaring Laser,,,,,Weapon,,ExWeaponY,,2,,
2255,Traveler's Cutlass,Traveler's Cutlass,Rare,19,6,38,2,2,Push the Button,Push the Button,Unnerving Strike,Unnerving Strike,Laser Strike,Laser Strike,,,,,Weapon,,ExWeaponW,,2,,
2256,Mark 2 Broadsword,,Rare,19,3,38,2,2,Laser Whip,Mighty Bludgeon,Nimble Strike,Laser Strike,Flaring Laser,Purging Strike,,,,,Weapon,,ExWeaponM,,2,,
2257,Starknife,,Epic,19,6,38,2,2,Laser Block,Laser Thrust,Laser Thrust,Flaring Laser,Penetrating Cut,Blind Rage,,,,,Weapon,,ExWeaponJ,,2,,
2258,Bronson's Halberd,,Legendary,19,12,38,2,2,Laser Whip,Polearm Slash,Laser Thrust,Nimble Strike,Wounded Block,Wounded Block,,,,,Weapon,,ExWeaponQ,,2,,
2259,LoPiccolo's Lash,,Legendary,19,3,38,2,2,Laser Whip,Laser Whip,Violent Spin,Strong Hack,Subtle Parry,Subtle Parry,,,,,Weapon,,ExWeaponU,,2,,
2260,Chain Cutter,,Common,20,1,40,2,2,Mighty Hack,Mighty Bludgeon,Laser Strike,Laser Strike,Berserk Spin,Flaring Laser,,,,,Weapon,,ExWeaponG,,2,,
2261,Brawling Laser,,Common,20,1,40,2,2,Powerful Bash,Powerful Bash,Push the Button,Laser Strike,Laser Strike,Purging Strike,,,,,Weapon,,ExWeaponD,,2,,
2262,Laser Spear,,Uncommon,20,2,40,2,2,Impaling Stab,Impaling Stab,Penetrating Stab,Push the Button,Flaring Laser,Purging Strike,,,,,Weapon,,ExWeaponR,,2,,
2263,Laserstick,,Uncommon,20,17,40,2,2,Anvil Strike,All Out Attack,Push the Button,Laser Strike,Flaring Laser,Raging Strike,,,,,Weapon,,ExWeaponZ,,2,,
2264,Powerpike,,Rare,20,2,40,2,2,Impaling Stab,Penetrating Stab,Laser Strike,Laser Strike,Fiery Stab,Fiery Stab,,,,,Weapon,,ExWeaponS,,2,,
2265,Cat'Leth,,Epic,20,15,40,2,2,Laser Block,All Out Attack,Push the Button,Nimble Strike,Fiery Stab,Blind Rage,,,,,Weapon,,ExWeaponE,,2,,
2266,Nova Axe,,Epic,20,1,40,2,2,Laser Thrust,Laser Thrust,Obliterating Chop,Violent Spin,Purging Strike,Purging Strike,,,,,Weapon,,ExWeaponA,,2,,
2267,Laser Rapier,,Legendary,20,10,40,2,2,Laser Thrust,Laser Thrust,Disorienting Block,Fiery Stab,Laser Cutdown,Laser Cutdown,,,,,Weapon,,ExWeaponO,,2,,
2268,Zoltan's Laser Scourge,Zoltan Laser Scourge,Legendary,20,3,40,2,2,Laser Whip,Laser Whip,Lunging Bash,Lunging Bash,Lunging Bash,Lunging Bash,,,,,Weapon,,ExWeaponT,,2,,
2269,Radhammer,,Common,17,1,34,2,1,Powerful Bash,Powerful Bash,Laser Strike,Gene Therapy,Destructive Purge,Purging Strike,,,,,Divine Weapon,,ExDivineWeaponA,,2,,
2270,Leaky Laser Baton,,Common,18,15,36,2,2,Greater Heal,Accelerated Thought,Laser Strike,Laser Strike,Radioactive Goo,Radiation Bolt,,,,,Divine Weapon,,ExDivineWeaponC,,2,,
2271,Hermit's Gizmo,,Uncommon,18,6,36,2,2,Healing Rays,Invigorating Touch,Potent Stab,Radioactive Goo,Radioactive Goo,Radioactive Goo,,,,,Divine Weapon,,ExDivineWeaponL,,2,,
2272,Crazed Hermit's Gizmo,Crazy Gizmo,Rare,18,6,36,2,2,Push the Button,Push the Button,Cleansing Burst,Radioactive Spray,Radioactive Spray,Radioactive Goo,,,,,Divine Weapon,,ExDivineWeaponK,,2,,
2273,Blessed Radcannon,,Epic,18,13,36,2,2,Radiation Bomb,Genetic Engineering,Radioactive Spray,Boosted Heal,Invigorating Touch,Fiery Stab,,,,,Divine Weapon,,ExDivineWeaponJ,,2,,
2274,Cursed Radcannon,,Legendary,18,15,36,2,2,Radiation Bomb,Radiation Bomb,Radiation Bomb,Unholy Energy,Unholy Energy,Blind Rage,,,,,Divine Weapon,,ExDivineWeaponJ2,,2,,
2275,Lightforce Nunchaku,Lightforce Nunchak,Common,19,6,38,2,2,Healing Rays,Laser Strike,Laser Strike,Laser Strike,Avenging Touch,Avenging Touch,,,,,Divine Weapon,,ExDivineWeaponG,,2,,
2276,Ankle Grinder,,Uncommon,19,9,38,2,2,Impaling Stab,Consecrate Ground,Push the Button,Laser Strike,Entangling Roots,Entangling Roots,,,,,Divine Weapon,,ExDivineWeaponM,,2,,
2277,Therapeutic Laser Baton,Therapeutic Laser,Uncommon,19,2,38,2,2,Impaling Stab,Powerful Bash,Push the Button,Gene Therapy,Gene Therapy,Destructive Purge,,,,,Divine Weapon,,ExDivineWeaponD,,2,,
2278,Powermace,,Rare,19,13,38,2,2,Powerful Bash,Radioactive Spray,Invigorating Touch,Invigorating Touch,Boosted Heal,Genetic Engineering,,,,,Divine Weapon,,ExDivineWeaponE,,2,,
2279,Kreevian Radcannon,,Legendary,19,0,38,2,2,Radiation Bomb,Radioactive Spray,Radioactive Spray,Genetic Engineering,Genetic Engineering,Genetic Engineering,,,,,Divine Weapon,,ExDivineWeaponI,,2,,
2280,Lightforce Grinder,,Common,20,6,40,2,2,Healing Rays,Push the Button,Invigorating Touch,Laser Strike,Laser Strike,Gene Therapy,,,,,Divine Weapon,,ExDivineWeaponN,,2,,
2281,Glowing Laser Baton,,Common,20,6,40,2,2,Healing Rays,Healing Rays,Laser Strike,Laser Strike,Radiation Bolt,Radiation Bolt,,,,,Divine Weapon,,ExDivineWeaponD3,,2,,
2282,Multifunction Laser Baton,Multifunction Laser,Uncommon,20,17,40,2,2,Impaling Stab,Greater Heal,Push the Button,Martyr Blessing,Boosted Heal,Radiation Bolt,,,,,Divine Weapon,,ExDivineWeaponD2,,2,,
2283,Chaos Hammer,,Rare,20,10,40,2,2,Healing Rays,Demonic Power,Strong Bash,Genetic Engineering,Lifesaving Block,Savage Curse,,,,,Divine Weapon,,ExDivineWeaponB,,2,,
2284,St. Well's Powermace,Well's Powermace,Epic,20,6,40,2,2,Radiation Bomb,Mighty Bludgeon,Inspiring Presence,Laser Strike,Radioactive Spray,Genetic Engineering,,,,,Divine Weapon,,ExDivineWeaponF,,2,,
2285,Darkforce Nunchaku,,Legendary,20,6,40,2,2,Laser Whip,Laser Whip,Spear of Darkness,Spear of Darkness,Consuming Spear,Greater Heal,,,,,Divine Weapon,,ExDivineWeaponH,,2,,
2286,Yod's Purification Kit,Yod's Purifier,Epic,17,6,17,1,-1,Radioactive Spray,Genetic Engineering,Invigorating Touch,,,,,,,,Divine Item,,ExDivItemW,,2,,
2287,Healing Gun v.1,,Common,18,6,18,2,-1,Healing Rays,Gene Therapy,Radiation Bolt,,,,,,,,Divine Item,,ExDivItemG,,2,,
2288,Tainted Probability Module,Tainted Prob. Mod,Common,18,15,18,2,-1,Accelerated Thought,Inspiration,Radioactive Goo,,,,,,,,Divine Item,,ExDivItemA,,2,,
2289,Hallowing Minidrill,,Uncommon,18,9,18,2,-1,Consecrate Ground,Invigorating Touch,Radioactive Goo,,,,,,,,Divine Item,,ExDivItemL,,2,,
2290,Ectoplasm Urn,,Uncommon,18,6,18,2,-1,Unholy Wellspring,Inspiration,Gene Therapy,,,,,,,,Divine Item,,ExDivItemT,,2,,
2291,Draining Console,,Rare,18,6,18,2,-1,Healing Beacon,Invigorating Touch,Invigorating Touch,,,,,,,,Divine Item,,ExDivItemO,,2,,
2292,Terraforming Module,Terraform Module,Rare,18,6,18,2,-1,Healing Beacon,Cleansing Burst,Radioactive Goo,,,,,,,,Divine Item,,ExDivItemM,,2,,
2293,Glowing Gland,,Epic,18,0,18,2,-1,Radiation Bomb,Radioactive Spray,Radioactive Goo,,,,,,,,Divine Item,,Bio,,2,,
2294,The Irradiator,,Legendary,18,0,18,2,-1,Radioactive Spray,Radioactive Spray,Radioactive Spray,,,,,,,,Divine Item,,ExDivItemH,,2,,
2295,Malone's Hacking Module,Malone's Module,Legendary,18,17,18,2,-1,Radioactive Spray,Cause Fumble,Team Heal,,,,,,,,Divine Item,,ExDivItemB,,2,,
2296,Spacedruid's Minidrill,Spacedruid's Drill,Common,19,7,19,2,-1,Healing Rays,Entangling Roots,Gene Therapy,,,,,,,,Divine Item,,ExDivItemK,,2,,
2297,Medical Hypo,,Common,19,1,19,2,-1,Greater Heal,Heal,Gene Therapy,,,,,,,,Divine Item,,ExDivItemD,,2,,
2298,Deadly Therapy Module,Deadly Therapy,Uncommon,19,11,19,2,-1,Demonic Power,Touch of Death,Gene Therapy,,,,,,,,Divine Item,,ExDivItemR,,2,,
2299,Mutation Cube,,Rare,19,6,19,2,-1,Radiation Bomb,Healing Blessing,Invigorating Touch,,,,,,,,Divine Item,,ExDivItemV,,2,,
2300,Demonic Manipulator,Demon Manipulator,Rare,19,6,19,2,-1,Unholy Wellspring,Genetic Engineering,Avenging Touch,,,,,,,,Divine Item,,ExDivItemJ,,2,,
2301,Starsaint's Manipulator,Starsaint Manipulator,Epic,19,6,19,2,-1,Healing Rays,Genetic Engineering,Consuming Spear,,,,,,,,Divine Item,,ExDivItemI,,2,,
2302,Atomic Drop Console,Atomic Drop,Legendary,19,15,19,2,-1,Radiation Bomb,Radiation Bomb,Mind Worm,,,,,,,,Divine Item,,ExDivItemN,,2,,
2303,Vak's Portable Infirmary,Vak's Infirmary,Legendary,19,6,19,2,-1,Healing Beacon,Healing Beacon,Spear of Darkness,,,,,,,,Divine Item,,ExDivItemP,,2,,
2304,Medical Kit,,Common,20,1,20,2,-1,Greater Heal,Greater Heal,Radiation Bolt,,,,,,,,Divine Item,,ExDivItemQ,,2,,
2305,Portable Battery,,Common,20,15,20,2,-1,Accelerated Thought,Demonic Power,Radiation Bolt,,,,,,,,Divine Item,,ExDivItemS,,2,,
2306,Anti-Radiation Hypo,Anti-Rad. Hypo,Uncommon,20,6,20,2,-1,Healing Rays,Gene Therapy,Gene Therapy,,,,,,,,Divine Item,,ExDivItemC,,2,,
2307,Tainted Terraformer,,Uncommon,20,9,20,2,-1,Consecrate Ground,Demonic Power,Radiation Bolt,,,,,,,,Divine Item,,ExDivItemF,,2,,
2308,Inspiring Navigation Module,Navigation Module,Rare,20,9,20,2,-1,Consecrate Ground,Genetic Engineering,Inspiration,,,,,,,,Divine Item,,ExDivItemZ,,2,,
2309,Spacemartyr's Relic,,Epic,20,17,20,2,-1,Inspiring Presence,Genetic Engineering,Martyr Blessing,,,,,,,,Divine Item,,ExDivItemE,,2,,
2310,McKay's Energy Cube,McKay's Cube,Epic,20,15,20,2,-1,Radiation Bomb,Unholy Energy,Healing Blessing,,,,,,,,Divine Item,,ExDivItemU,,2,,
2311,St. Yatzie's Genetic Console,St. Yatzie's Console,Legendary,20,0,20,2,-1,Genetic Engineering,Genetic Engineering,Radiation Bomb,,,,,,,,Divine Item,,ExDivItemY,,2,,
2312,Overheated Mesmerizer,Overheated Mesmer.,Epic,17,7,17,1,-1,Hypnotic Beacon,Volcano,Brain Burn,,,,,,,,Arcane Item,,ExArcaneP,,2,,
2313,Yeehat's Sidearm,,Legendary,17,6,17,1,-1,Hypnotic Beacon,Counterspell,Firestorm,,,,,,,,Arcane Item,,ExArcaneD,,2,,
2314,D-623 Disruptor,,Common,18,6,18,2,-1,Dual Laser Beacon,Dissolve Armor,Dissolve Armor,,,,,,,,Arcane Item,,ExArcaneA6,,2,,
2315,The Evader,,Common,18,7,18,2,-1,Dual Laser Beacon,Reflexive Teleport,Mind Leak,,,,,,,,Arcane Item,,ExArcaneA3,,2,,
2316,Electric Deployer,,Uncommon,18,1,18,2,-1,Dual Laser Beacon,Laser Beacon,Big Zap,,,,,,,,Arcane Item,,ExArcaneA2,,2,,
2317,Prototype Deployer,,Uncommon,18,5,18,2,-1,Gusts of War,Laser Beacon,Acid Blast,,,,,,,,Arcane Item,,ExArcaneW,,2,,
2318,Warp Crystal Gun,,Rare,18,9,18,2,-1,Accelerate Time,Acid Spray,Zap,,,,,,,,Arcane Item,,ExArcaneH,,2,,
2319,Disruptive Warp Pistol,Disrupt Warp Pistol,Rare,18,11,18,2,-1,Accelerate Time,Whirlwind Enemies,Force Cannon,,,,,,,,Arcane Item,,ExArcaneQ,,2,,
